timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
96.20;37.56;0;188258542#1_0;24.72;0.00;12.75;DEFAULT_VEHTYPE;-1.655474;42.811768
96.20;289.53;1;274799315#4_2;95.44;0.00;13.01;DEFAULT_VEHTYPE;-1.652010;42.814304
96.20;349.54;10;87398618#0_0;34.04;0.00;12.10;DEFAULT_VEHTYPE;-1.654645;42.815857
96.20;310.41;12;189754933#0_0;2.95;0.00;14.42;DEFAULT_VEHTYPE;-1.653490;42.810170
96.20;266.55;13;189286902_0;14.98;0.00;11.75;DEFAULT_VEHTYPE;-1.647640;42.807470
96.20;122.44;14;:1170453538_4_0;9.20;0.00;0.00;DEFAULT_VEHTYPE;-1.652643;42.814338
96.20;79.35;15;56496809#2_2;34.89;0.00;12.74;DEFAULT_VEHTYPE;-1.655968;42.814931
96.20;112.09;16;134780131#0_0;27.86;0.00;7.30;DEFAULT_VEHTYPE;-1.656511;42.810000
96.20;202.13;17;27710659#0_0;7.80;0.00;7.84;DEFAULT_VEHTYPE;-1.653704;42.808912
96.20;161.01;18;163498800#1_1;6.78;0.00;7.68;DEFAULT_VEHTYPE;-1.645994;42.813618
96.20;329.52;19;:30811908_2_0;8.02;0.00;6.92;DEFAULT_VEHTYPE;-1.657040;42.810432
96.20;119.45;2;:2003510808_1_0;2.02;0.00;9.63;DEFAULT_VEHTYPE;-1.650318;42.806408
96.20;38.28;20;188258538#1_1;162.33;0.00;0.00;DEFAULT_VEHTYPE;-1.652894;42.814174
96.20;46.62;21;27710537#1_0;30.47;0.00;8.35;DEFAULT_VEHTYPE;-1.653444;42.808895
96.20;352.39;22;33084815#4_0;14.45;0.00;8.08;DEFAULT_VEHTYPE;-1.643030;42.814140
96.20;112.16;23;134780122_0;6.28;0.00;7.29;DEFAULT_VEHTYPE;-1.652808;42.808784
96.20;153.04;24;:1944581278_0_1;3.92;0.00;0.00;DEFAULT_VEHTYPE;-1.659525;42.808560
96.20;36.10;25;1192487319#0_0;3.71;0.00;0.01;DEFAULT_VEHTYPE;-1.659120;42.808443
96.20;36.73;26;188741727_1;28.29;0.00;10.16;DEFAULT_VEHTYPE;-1.642666;42.812708
96.20;21.51;27;837666979#1_0;19.68;0.00;7.84;DEFAULT_VEHTYPE;-1.653775;42.807307
96.20;114.58;28;134780131#4_1;15.49;0.00;9.40;DEFAULT_VEHTYPE;-1.654389;42.809331
96.20;258.78;29;239499899_0;4.03;0.00;7.63;DEFAULT_VEHTYPE;-1.661621;42.815218
96.20;292.99;3;189286906#1_1;44.62;0.00;22.04;DEFAULT_VEHTYPE;-1.649983;42.808007
96.20;97.00;30;1154811543#2_0;21.46;0.00;26.08;DEFAULT_VEHTYPE;-1.649717;42.808609
96.20;34.11;31;291428598_1;1.03;0.00;6.13;DEFAULT_VEHTYPE;-1.644101;42.808722
96.20;98.66;32;190097584_1;8.51;0.00;12.90;DEFAULT_VEHTYPE;-1.654579;42.815053
96.20;112.71;33;:267939078_2_1;5.18;0.00;10.75;DEFAULT_VEHTYPE;-1.652733;42.808791
96.20;36.73;34;:9139004086_0_2;3.62;0.00;0.00;DEFAULT_VEHTYPE;-1.659485;42.808196
96.20;311.78;35;:248199660_2_0;7.39;0.00;0.00;DEFAULT_VEHTYPE;-1.654516;42.813074
96.20;112.33;36;4801499#0_0;14.49;0.00;8.09;DEFAULT_VEHTYPE;-1.644511;42.808822
96.20;37.55;37;188258542#1_1;12.55;0.00;11.91;DEFAULT_VEHTYPE;-1.655598;42.811700
96.20;2.06;38;4806288#1_1;122.70;0.00;24.30;DEFAULT_VEHTYPE;-1.644070;42.807789
96.20;282.95;39;23817726_0;36.24;0.00;7.38;DEFAULT_VEHTYPE;-1.645268;42.806561
96.20;335.05;4;:100447812_1_0;25.35;0.00;12.26;DEFAULT_VEHTYPE;-1.643781;42.809906
96.20;297.91;40;837666981#1_0;3.83;0.00;11.72;DEFAULT_VEHTYPE;-1.652629;42.807422
96.20;242.69;41;23217818#1_0;37.34;0.00;7.94;DEFAULT_VEHTYPE;-1.643907;42.815491
96.20;50.96;42;27710537#0_0;14.80;0.00;9.08;DEFAULT_VEHTYPE;-1.654278;42.808367
96.20;36.12;43;:1147574039_0_1;3.63;0.00;0.00;DEFAULT_VEHTYPE;-1.657431;42.810025
96.20;216.05;44;101360285#0_1;7.22;0.00;0.00;DEFAULT_VEHTYPE;-1.652950;42.814319
96.20;316.25;45;:286056217_1_1;7.89;0.00;6.65;DEFAULT_VEHTYPE;-1.659252;42.808385
96.20;286.66;46;99206459_0;96.16;0.00;20.31;DEFAULT_VEHTYPE;-1.646932;42.806922
96.20;40.96;47;23060008#6_0;18.87;0.00;10.86;DEFAULT_VEHTYPE;-1.659985;42.813903
96.20;37.40;49;1192487312#3_1;8.03;0.00;11.77;DEFAULT_VEHTYPE;-1.661535;42.806250
96.20;113.36;5;189286918_0;8.31;0.00;9.15;DEFAULT_VEHTYPE;-1.647712;42.807128
96.20;112.76;7;134780131#2_1;27.52;0.00;7.28;DEFAULT_VEHTYPE;-1.655452;42.809685
96.20;170.75;9;23707814#1_0;8.69;0.00;13.00;DEFAULT_VEHTYPE;-1.657734;42.814477
96.30;37.56;0;188258542#1_0;26.01;0.00;12.92;DEFAULT_VEHTYPE;-1.655465;42.811777
96.30;289.53;1;274799315#4_2;96.74;0.00;12.95;DEFAULT_VEHTYPE;-1.652025;42.814309
96.30;349.54;10;87398618#0_0;35.27;0.00;12.26;DEFAULT_VEHTYPE;-1.654647;42.815868
96.30;308.68;12;189754933#0_0;4.40;0.00;14.53;DEFAULT_VEHTYPE;-1.653504;42.810179
96.30;266.52;13;189286902_0;16.18;0.00;11.94;DEFAULT_VEHTYPE;-1.647654;42.807470
96.30;122.44;14;:1170453538_4_0;9.20;0.00;0.00;DEFAULT_VEHTYPE;-1.652643;42.814338
96.30;79.35;15;56496809#2_2;36.19;0.00;12.97;DEFAULT_VEHTYPE;-1.655952;42.814933
96.30;112.09;16;134780131#0_0;28.58;0.00;7.26;DEFAULT_VEHTYPE;-1.656503;42.809997
96.30;202.13;17;27710659#0_0;8.57;0.00;7.72;DEFAULT_VEHTYPE;-1.653708;42.808905
96.30;161.01;18;163498800#1_1;7.56;0.00;7.80;DEFAULT_VEHTYPE;-1.645991;42.813612
96.30;324.70;19;:30811908_2_0;8.74;0.00;7.18;DEFAULT_VEHTYPE;-1.657047;42.810436
96.30;119.52;2;:2003510808_1_0;3.01;0.00;9.89;DEFAULT_VEHTYPE;-1.650307;42.806403
96.30;38.28;20;188258538#1_1;162.33;0.00;0.00;DEFAULT_VEHTYPE;-1.652894;42.814174
96.30;46.62;21;27710537#1_0;31.31;0.00;8.37;DEFAULT_VEHTYPE;-1.653437;42.808900
96.30;352.39;22;33084815#4_0;15.26;0.00;8.06;DEFAULT_VEHTYPE;-1.643031;42.814147
96.30;112.22;23;:267939078_2_0;0.55;0.00;7.32;DEFAULT_VEHTYPE;-1.652800;42.808781
96.30;153.04;24;:1944581278_0_1;3.92;0.00;0.00;DEFAULT_VEHTYPE;-1.659525;42.808560
96.30;36.10;25;1192487319#0_0;3.71;0.00;0.00;DEFAULT_VEHTYPE;-1.659120;42.808443
96.30;33.82;26;188741727_1;29.30;0.00;10.18;DEFAULT_VEHTYPE;-1.642659;42.812715
96.30;21.51;27;837666979#1_0;20.47;0.00;7.89;DEFAULT_VEHTYPE;-1.653771;42.807314
96.30;114.42;28;:1095024066_1_1;0.82;0.00;9.35;DEFAULT_VEHTYPE;-1.654378;42.809328
96.30;258.32;29;239499899_0;4.80;0.00;7.71;DEFAULT_VEHTYPE;-1.661631;42.815216
96.30;292.99;3;189286906#1_1;46.83;0.00;22.18;DEFAULT_VEHTYPE;-1.650008;42.808015
96.30;96.38;30;1154811543#2_0;24.07;0.00;26.09;DEFAULT_VEHTYPE;-1.649686;42.808606
96.30;33.85;31;291428598_1;1.67;0.00;6.39;DEFAULT_VEHTYPE;-1.644096;42.808727
96.30;98.66;32;190097584_1;9.81;0.00;13.04;DEFAULT_VEHTYPE;-1.654563;42.815051
96.30;112.71;33;:267939078_2_1;6.28;0.00;10.97;DEFAULT_VEHTYPE;-1.652720;42.808787
96.30;36.73;34;:9139004086_0_2;3.62;0.00;0.00;DEFAULT_VEHTYPE;-1.659485;42.808196
96.30;311.78;35;:248199660_2_0;7.39;0.00;0.00;DEFAULT_VEHTYPE;-1.654516;42.813074
96.30;112.33;36;4801499#0_0;15.29;0.00;8.07;DEFAULT_VEHTYPE;-1.644502;42.808819
96.30;37.55;37;188258542#1_1;13.75;0.00;12.07;DEFAULT_VEHTYPE;-1.655588;42.811709
96.30;2.06;38;4806288#1_1;125.15;0.00;24.55;DEFAULT_VEHTYPE;-1.644068;42.807811
96.30;282.95;39;23817726_0;36.98;0.00;7.37;DEFAULT_VEHTYPE;-1.645276;42.806563
96.30;335.05;4;:100447812_1_0;26.53;0.00;11.81;DEFAULT_VEHTYPE;-1.643787;42.809916
96.30;297.95;40;:304285310_1_0;0.70;0.00;11.27;DEFAULT_VEHTYPE;-1.652641;42.807427
96.30;242.69;41;23217818#1_0;38.13;0.00;7.92;DEFAULT_VEHTYPE;-1.643916;42.815488
96.30;50.96;42;27710537#0_0;15.70;0.00;9.03;DEFAULT_VEHTYPE;-1.654269;42.808372
96.30;36.12;43;:1147574039_0_1;3.63;0.00;0.00;DEFAULT_VEHTYPE;-1.657431;42.810025
96.30;216.05;44;101360285#0_1;7.22;0.00;0.00;DEFAULT_VEHTYPE;-1.652950;42.814319
96.30;315.28;45;:286056217_1_1;8.51;0.00;6.20;DEFAULT_VEHTYPE;-1.659258;42.808389
96.30;286.66;46;99206459_0;98.14;0.00;19.86;DEFAULT_VEHTYPE;-1.646955;42.806927
96.30;40.96;47;23060008#6_0;19.97;0.00;11.02;DEFAULT_VEHTYPE;-1.659976;42.813910
96.30;37.40;49;1192487312#3_1;9.21;0.00;11.78;DEFAULT_VEHTYPE;-1.661526;42.806259
96.30;113.00;5;189286918_0;9.23;0.00;9.17;DEFAULT_VEHTYPE;-1.647702;42.807125
96.30;112.76;7;134780131#2_1;28.26;0.00;7.36;DEFAULT_VEHTYPE;-1.655444;42.809682
96.30;170.75;9;23707814#1_0;10.01;0.00;13.21;DEFAULT_VEHTYPE;-1.657732;42.814465
96.40;37.56;0;188258542#1_0;27.32;0.00;13.12;DEFAULT_VEHTYPE;-1.655455;42.811787
96.40;289.53;1;274799315#4_2;98.03;0.00;12.94;DEFAULT_VEHTYPE;-1.652040;42.814313
96.40;349.54;10;87398618#0_0;36.52;0.00;12.49;DEFAULT_VEHTYPE;-1.654650;42.815879
96.40;308.03;12;189754933#0_0;5.85;0.00;14.54;DEFAULT_VEHTYPE;-1.653517;42.810187
96.40;266.52;13;189286902_0;17.39;0.00;12.12;DEFAULT_VEHTYPE;-1.647669;42.807469
96.40;122.44;14;:1170453538_4_0;9.20;0.00;0.00;DEFAULT_VEHTYPE;-1.652643;42.814338
96.40;79.35;15;56496809#2_2;37.51;0.00;13.15;DEFAULT_VEHTYPE;-1.655936;42.814935
96.40;112.09;16;134780131#0_0;29.30;0.00;7.23;DEFAULT_VEHTYPE;-1.656495;42.809995
96.40;202.13;17;27710659#0_0;9.35;0.00;7.72;DEFAULT_VEHTYPE;-1.653712;42.808899
96.40;161.01;18;163498800#1_1;8.33;0.00;7.72;DEFAULT_VEHTYPE;-1.645989;42.813605
96.40;319.69;19;:30811908_2_0;9.48;0.00;7.44;DEFAULT_VEHTYPE;-1.657054;42.810440
96.40;119.60;2;:2003510808_1_0;4.03;0.00;10.15;DEFAULT_VEHTYPE;-1.650297;42.806398
96.40;38.28;20;188258538#1_1;162.33;0.00;0.00;DEFAULT_VEHTYPE;-1.652894;42.814174
96.40;46.62;21;27710537#1_0;32.14;0.00;8.33;DEFAULT_VEHTYPE;-1.653429;42.808905
96.40;352.39;22;33084815#4_0;16.07;0.00;8.10;DEFAULT_VEHTYPE;-1.643033;42.814154
96.40;112.30;23;:267939078_2_0;1.30;0.00;7.51;DEFAULT_VEHTYPE;-1.652792;42.808778
96.40;153.04;24;:1944581278_0_1;3.92;0.00;0.00;DEFAULT_VEHTYPE;-1.659525;42.808560
96.40;36.10;25;1192487319#0_0;3.71;0.00;0.00;DEFAULT_VEHTYPE;-1.659120;42.808443
96.40;31.53;26;188741727_1;30.32;0.00;10.14;DEFAULT_VEHTYPE;-1.642652;42.812723
96.40;21.51;27;837666979#1_0;21.25;0.00;7.85;DEFAULT_VEHTYPE;-1.653767;42.807320
96.40;114.24;28;:1095024066_1_1;1.75;0.00;9.35;DEFAULT_VEHTYPE;-1.654368;42.809324
96.40;257.24;29;239499899_0;5.56;0.00;7.66;DEFAULT_VEHTYPE;-1.661640;42.815215
96.40;292.99;3;189286906#1_1;49.08;0.00;22.41;DEFAULT_VEHTYPE;-1.650033;42.808023
96.40;95.93;30;1154811543#2_0;26.69;0.00;26.17;DEFAULT_VEHTYPE;-1.649654;42.808603
96.40;33.58;31;291428598_1;2.34;0.00;6.65;DEFAULT_VEHTYPE;-1.644092;42.808732
96.40;98.66;32;190097584_1;11.13;0.00;13.22;DEFAULT_VEHTYPE;-1.654547;42.815049
96.40;112.71;33;:267939078_2_1;7.40;0.00;11.23;DEFAULT_VEHTYPE;-1.652708;42.808783
96.40;36.73;34;:9139004086_0_2;3.62;0.00;0.00;DEFAULT_VEHTYPE;-1.659485;42.808196
96.40;311.78;35;:248199660_2_0;7.39;0.00;0.00;DEFAULT_VEHTYPE;-1.654516;42.813074
96.40;112.33;36;4801499#0_0;16.10;0.00;8.04;DEFAULT_VEHTYPE;-1.644493;42.808816
96.40;37.55;37;188258542#1_1;14.98;0.00;12.32;DEFAULT_VEHTYPE;-1.655579;42.811718
96.40;2.06;38;4806288#1_1;127.63;0.00;24.76;DEFAULT_VEHTYPE;-1.644067;42.807833
96.40;282.95;39;23817726_0;37.72;0.00;7.41;DEFAULT_VEHTYPE;-1.645285;42.806564
96.40;333.46;4;189287749_1;0.92;0.00;11.39;DEFAULT_VEHTYPE;-1.643834;42.809918
96.40;297.97;40;:304285310_1_0;1.78;0.00;10.82;DEFAULT_VEHTYPE;-1.652653;42.807431
96.40;242.69;41;23217818#1_0;38.92;0.00;7.86;DEFAULT_VEHTYPE;-1.643925;42.815485
96.40;50.96;42;27710537#0_0;16.60;0.00;9.01;DEFAULT_VEHTYPE;-1.654260;42.808377
96.40;36.12;43;:1147574039_0_1;3.63;0.00;0.00;DEFAULT_VEHTYPE;-1.657431;42.810025
96.40;216.05;44;101360285#0_1;7.22;0.00;0.00;DEFAULT_VEHTYPE;-1.652950;42.814319
96.40;315.37;45;:286056217_1_1;9.16;0.00;6.46;DEFAULT_VEHTYPE;-1.659263;42.808393
96.40;286.66;46;99206459_0;100.08;0.00;19.41;DEFAULT_VEHTYPE;-1.646978;42.806932
96.40;40.96;47;23060008#6_0;21.10;0.00;11.28;DEFAULT_VEHTYPE;-1.659967;42.813918
96.40;37.40;49;1192487312#3_1;10.38;0.00;11.71;DEFAULT_VEHTYPE;-1.661517;42.806267
96.40;113.00;5;189286918_0;10.14;0.00;9.12;DEFAULT_VEHTYPE;-1.647691;42.807122
96.40;112.76;7;134780131#2_1;28.99;0.00;7.30;DEFAULT_VEHTYPE;-1.655436;42.809680
96.40;170.75;9;23707814#1_0;11.35;0.00;13.40;DEFAULT_VEHTYPE;-1.657729;42.814453
96.50;37.56;0;188258542#1_0;28.65;0.00;13.29;DEFAULT_VEHTYPE;-1.655444;42.811796
96.50;289.53;1;274799315#4_2;99.33;0.00;12.96;DEFAULT_VEHTYPE;-1.652055;42.814317
96.50;349.54;10;87398618#0_0;37.79;0.00;12.71;DEFAULT_VEHTYPE;-1.654652;42.815890
96.50;308.03;12;189754933#0_0;7.31;0.00;14.52;DEFAULT_VEHTYPE;-1.653531;42.810195
96.50;266.52;13;189286902_0;18.62;0.00;12.33;DEFAULT_VEHTYPE;-1.647684;42.807469
96.50;122.44;14;:1170453538_4_0;9.20;0.00;0.00;DEFAULT_VEHTYPE;-1.652643;42.814338
96.50;79.35;15;56496809#2_2;38.83;0.00;13.29;DEFAULT_VEHTYPE;-1.655920;42.814937
96.50;112.09;16;134780131#0_0;30.03;0.00;7.23;DEFAULT_VEHTYPE;-1.656487;42.809992
96.50;202.13;17;27710659#0_0;10.12;0.00;7.78;DEFAULT_VEHTYPE;-1.653715;42.808892
96.50;161.01;18;163498800#1_1;9.10;0.00;7.69;DEFAULT_VEHTYPE;-1.645986;42.813598
96.50;313.89;19;:248199647_5_0;0.15;0.00;7.61;DEFAULT_VEHTYPE;-1.657062;42.810443
96.50;119.67;2;:2003510808_1_0;5.03;0.00;10.02;DEFAULT_VEHTYPE;-1.650286;42.806394
96.50;38.28;20;188258538#1_1;162.33;0.00;0.00;DEFAULT_VEHTYPE;-1.652894;42.814174
96.50;46.62;21;27710537#1_0;32.97;0.00;8.29;DEFAULT_VEHTYPE;-1.653422;42.808910
96.50;352.39;22;33084815#4_0;16.87;0.00;8.06;DEFAULT_VEHTYPE;-1.643034;42.814161
96.50;112.39;23;:267939078_2_0;2.07;0.00;7.67;DEFAULT_VEHTYPE;-1.652783;42.808775
96.50;153.04;24;:1944581278_0_1;3.92;0.00;0.00;DEFAULT_VEHTYPE;-1.659525;42.808560
96.50;36.10;25;1192487319#0_0;3.71;0.00;0.00;DEFAULT_VEHTYPE;-1.659120;42.808443
96.50;31.53;26;188741727_1;31.33;0.00;10.14;DEFAULT_VEHTYPE;-1.642646;42.812731
96.50;21.51;27;837666979#1_0;22.04;0.00;7.82;DEFAULT_VEHTYPE;-1.653764;42.807327
96.50;114.06;28;:1095024066_1_1;2.69;0.00;9.40;DEFAULT_VEHTYPE;-1.654358;42.809321
96.50;253.40;29;239499899_0;6.34;0.00;7.75;DEFAULT_VEHTYPE;-1.661647;42.815211
96.50;292.99;3;189286906#1_1;51.34;0.00;22.62;DEFAULT_VEHTYPE;-1.650058;42.808031
96.50;95.93;30;1154811543#2_0;29.30;0.00;26.07;DEFAULT_VEHTYPE;-1.649622;42.808600
96.50;33.30;31;291428598_1;3.03;0.00;6.91;DEFAULT_VEHTYPE;-1.644087;42.808737
96.50;98.66;32;190097584_1;12.47;0.00;13.40;DEFAULT_VEHTYPE;-1.654530;42.815047
96.50;112.71;33;:267939078_2_1;8.54;0.00;11.38;DEFAULT_VEHTYPE;-1.652695;42.808778
96.50;36.73;34;:9139004086_0_2;3.62;0.00;0.00;DEFAULT_VEHTYPE;-1.659485;42.808196
96.50;311.78;35;:248199660_2_0;7.39;0.00;0.00;DEFAULT_VEHTYPE;-1.654516;42.813074
96.50;112.33;36;4801499#0_0;16.90;0.00;8.00;DEFAULT_VEHTYPE;-1.644484;42.808813
96.50;37.55;37;188258542#1_1;16.23;0.00;12.48;DEFAULT_VEHTYPE;-1.655570;42.811726
96.50;2.06;38;4806288#1_1;130.12;0.00;24.90;DEFAULT_VEHTYPE;-1.644065;42.807856
96.50;282.95;39;23817726_0;38.46;0.00;7.39;DEFAULT_VEHTYPE;-1.645294;42.806566
96.50;332.15;4;189287749_1;2.07;0.00;11.45;DEFAULT_VEHTYPE;-1.643841;42.809927
96.50;297.98;40;:304285310_1_0;2.82;0.00;10.37;DEFAULT_VEHTYPE;-1.652664;42.807436
96.50;242.69;41;23217818#1_0;39.71;0.00;7.96;DEFAULT_VEHTYPE;-1.643933;42.815481
96.50;50.96;42;27710537#0_0;17.51;0.00;9.05;DEFAULT_VEHTYPE;-1.654252;42.808382
96.50;36.12;43;:1147574039_0_1;3.63;0.00;0.00;DEFAULT_VEHTYPE;-1.657431;42.810025
96.50;216.05;44;101360285#0_1;7.22;0.00;0.00;DEFAULT_VEHTYPE;-1.652950;42.814319
96.50;315.50;45;:286056217_1_1;9.83;0.00;6.72;DEFAULT_VEHTYPE;-1.659268;42.808397
96.50;286.66;46;99206459_0;101.98;0.00;18.96;DEFAULT_VEHTYPE;-1.647000;42.806937
96.50;40.96;47;23060008#6_0;22.24;0.00;11.45;DEFAULT_VEHTYPE;-1.659958;42.813925
96.50;37.40;49;1192487312#3_1;11.55;0.00;11.71;DEFAULT_VEHTYPE;-1.661508;42.806275
96.50;110.93;5;189286918_0;11.06;0.00;9.20;DEFAULT_VEHTYPE;-1.647681;42.807120
96.50;112.76;7;134780131#2_1;29.72;0.00;7.38;DEFAULT_VEHTYPE;-1.655428;42.809677
96.50;170.75;9;23707814#1_0;12.71;0.00;13.57;DEFAULT_VEHTYPE;-1.657727;42.814441
96.60;37.56;0;188258542#1_0;29.99;0.00;13.44;DEFAULT_VEHTYPE;-1.655434;42.811805
96.60;289.53;1;274799315#4_2;100.62;0.00;12.94;DEFAULT_VEHTYPE;-1.652070;42.814321
96.60;349.54;10;87398618#0_0;39.08;0.00;12.90;DEFAULT_VEHTYPE;-1.654655;42.815902
96.60;308.03;12;189754933#0_0;8.76;0.00;14.51;DEFAULT_VEHTYPE;-1.653545;42.810203
96.60;266.52;13;189286902_0;19.87;0.00;12.46;DEFAULT_VEHTYPE;-1.647699;42.807468
96.60;122.44;14;:1170453538_4_0;9.20;0.00;0.00;DEFAULT_VEHTYPE;-1.652643;42.814338
96.60;79.35;15;56496809#2_2;40.19;0.00;13.52;DEFAULT_VEHTYPE;-1.655904;42.814939
96.60;112.09;16;134780131#0_0;30.75;0.00;7.26;DEFAULT_VEHTYPE;-1.656479;42.809990
96.60;203.02;17;27710659#0_0;10.90;0.00;7.81;DEFAULT_VEHTYPE;-1.653720;42.808886
96.60;161.01;18;163498800#1_1;9.87;0.00;7.69;DEFAULT_VEHTYPE;-1.645983;42.813592
96.60;306.11;19;:248199647_5_0;0.93;0.00;7.83;DEFAULT_VEHTYPE;-1.657072;42.810444
96.60;119.68;2;-23528550#0_0;0.05;0.00;9.57;DEFAULT_VEHTYPE;-1.650276;42.806390
96.60;38.28;20;188258538#1_1;162.33;0.00;0.00;DEFAULT_VEHTYPE;-1.652894;42.814174
96.60;46.62;21;27710537#1_0;33.80;0.00;8.29;DEFAULT_VEHTYPE;-1.653414;42.808915
96.60;352.39;22;33084815#4_0;17.67;0.00;8.00;DEFAULT_VEHTYPE;-1.643035;42.814169
96.60;112.47;23;:267939078_2_0;2.86;0.00;7.90;DEFAULT_VEHTYPE;-1.652774;42.808773
96.60;153.04;24;:1944581278_0_1;3.92;0.00;0.00;DEFAULT_VEHTYPE;-1.659525;42.808560
96.60;36.10;25;1192487319#0_0;3.71;0.00;0.00;DEFAULT_VEHTYPE;-1.659120;42.808443
96.60;29.61;26;188741727_1;32.35;0.00;10.18;DEFAULT_VEHTYPE;-1.642641;42.812739
96.60;21.51;27;837666979#1_0;22.82;0.00;7.83;DEFAULT_VEHTYPE;-1.653760;42.807333
96.60;113.88;28;:1095024066_1_1;3.63;0.00;9.34;DEFAULT_VEHTYPE;-1.654347;42.809317
96.60;249.60;29;239499899_0;7.11;0.00;7.69;DEFAULT_VEHTYPE;-1.661655;42.815207
96.60;292.99;3;189286906#1_1;53.61;0.00;22.78;DEFAULT_VEHTYPE;-1.650084;42.808040
96.60;95.93;30;1154811543#2_0;31.92;0.00;26.18;DEFAULT_VEHTYPE;-1.649590;42.808597
96.60;33.01;31;291428598_1;3.75;0.00;7.17;DEFAULT_VEHTYPE;-1.644082;42.808743
96.60;98.66;32;190097584_1;13.82;0.00;13.53;DEFAULT_VEHTYPE;-1.654513;42.815045
96.60;112.71;33;:267939078_2_1;9.70;0.00;11.62;DEFAULT_VEHTYPE;-1.652682;42.808774
96.60;36.73;34;:9139004086_0_2;3.62;0.00;0.00;DEFAULT_VEHTYPE;-1.659485;42.808196
96.60;311.78;35;:248199660_2_0;7.39;0.00;0.00;DEFAULT_VEHTYPE;-1.654516;42.813074
96.60;112.33;36;4801499#0_0;17.71;0.00;8.08;DEFAULT_VEHTYPE;-1.644475;42.808810
96.60;37.55;37;188258542#1_1;17.51;0.00;12.73;DEFAULT_VEHTYPE;-1.655560;42.811735
96.60;2.06;38;4806288#1_1;132.63;0.00;25.16;DEFAULT_VEHTYPE;-1.644064;42.807878
96.60;282.95;39;23817726_0;39.21;0.00;7.49;DEFAULT_VEHTYPE;-1.645303;42.806568
96.60;330.84;4;189287749_1;3.21;0.00;11.42;DEFAULT_VEHTYPE;-1.643848;42.809936
96.60;297.99;40;:304285310_1_0;3.81;0.00;9.92;DEFAULT_VEHTYPE;-1.652674;42.807440
96.60;242.69;41;23217818#1_0;40.50;0.00;7.91;DEFAULT_VEHTYPE;-1.643942;42.815478
96.60;50.96;42;27710537#0_0;18.41;0.00;9.05;DEFAULT_VEHTYPE;-1.654243;42.808387
96.60;36.12;43;:1147574039_0_1;3.63;0.00;0.00;DEFAULT_VEHTYPE;-1.657431;42.810025
96.60;216.05;44;101360285#0_1;7.22;0.00;0.00;DEFAULT_VEHTYPE;-1.652950;42.814319
96.60;315.62;45;:286056217_1_1;10.53;0.00;6.98;DEFAULT_VEHTYPE;-1.659274;42.808402
96.60;286.66;46;99206459_0;103.83;0.00;18.51;DEFAULT_VEHTYPE;-1.647022;42.806943
96.60;40.96;47;23060008#6_0;23.41;0.00;11.66;DEFAULT_VEHTYPE;-1.659948;42.813933
96.60;37.40;49;1192487312#3_1;12.72;0.00;11.72;DEFAULT_VEHTYPE;-1.661499;42.806284
96.60;108.01;5;189286918_0;11.97;0.00;9.12;DEFAULT_VEHTYPE;-1.647670;42.807119
96.60;112.76;7;134780131#2_1;30.46;0.00;7.35;DEFAULT_VEHTYPE;-1.655420;42.809674
96.60;170.75;9;23707814#1_0;14.09;0.00;13.80;DEFAULT_VEHTYPE;-1.657724;42.814429
96.70;37.56;0;188258542#1_0;31.35;0.00;13.58;DEFAULT_VEHTYPE;-1.655424;42.811815
96.70;289.53;1;274799315#4_2;101.92;0.00;13.02;DEFAULT_VEHTYPE;-1.652085;42.814325
96.70;349.54;10;87398618#0_0;40.38;0.00;13.04;DEFAULT_VEHTYPE;-1.654658;42.815913
96.70;308.03;12;189754933#0_0;10.20;0.00;14.43;DEFAULT_VEHTYPE;-1.653559;42.810211
96.70;260.55;13;189286902_0;21.11;0.00;12.45;DEFAULT_VEHTYPE;-1.647713;42.807463
96.70;122.44;14;:1170453538_4_0;9.20;0.00;0.00;DEFAULT_VEHTYPE;-1.652643;42.814338
96.70;79.35;15;56496809#2_2;41.55;0.00;13.65;DEFAULT_VEHTYPE;-1.655887;42.814942
96.70;112.09;16;134780131#0_0;31.47;0.00;7.21;DEFAULT_VEHTYPE;-1.656471;42.809987
96.70;204.07;17;27710659#0_0;11.68;0.00;7.78;DEFAULT_VEHTYPE;-1.653725;42.808880
96.70;161.01;18;163498800#1_1;10.63;0.00;7.67;DEFAULT_VEHTYPE;-1.645980;42.813585
96.70;296.92;19;:248199647_5_0;1.74;0.00;8.06;DEFAULT_VEHTYPE;-1.657081;42.810445
96.70;119.79;2;-23528550#0_0;0.96;0.00;9.12;DEFAULT_VEHTYPE;-1.650266;42.806385
96.70;38.28;20;188258538#1_1;162.33;0.00;0.00;DEFAULT_VEHTYPE;-1.652894;42.814174
96.70;46.62;21;27710537#1_0;34.61;0.00;8.09;DEFAULT_VEHTYPE;-1.653407;42.808920
96.70;352.39;22;33084815#4_0;18.48;0.00;8.09;DEFAULT_VEHTYPE;-1.643036;42.814176
96.70;112.56;23;:267939078_2_0;3.66;0.00;8.06;DEFAULT_VEHTYPE;-1.652765;42.808770
96.70;153.04;24;:1944581278_0_1;3.92;0.00;0.00;DEFAULT_VEHTYPE;-1.659525;42.808560
96.70;36.10;25;1192487319#0_0;3.71;0.00;0.00;DEFAULT_VEHTYPE;-1.659120;42.808443
