timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
61.70;49.44;32;23060008#7_0;12.39;0.00;12.71;DEFAULT_VEHTYPE;-1.659373;42.814374
61.70;50.59;33;26129161#3_0;2.62;0.00;18.51;DEFAULT_VEHTYPE;-1.656333;42.807184
61.70;36.97;34;:30811396_4_1;4.39;0.00;12.28;DEFAULT_VEHTYPE;-1.662137;42.805736
61.70;38.79;35;410828249#0_1;22.17;0.00;14.16;DEFAULT_VEHTYPE;-1.656683;42.810712
61.70;3.35;36;4806288#4_1;3.88;0.00;11.04;DEFAULT_VEHTYPE;-1.643998;42.808581
61.70;22.62;37;163710817#1_1;24.66;0.00;9.75;DEFAULT_VEHTYPE;-1.653143;42.809426
61.70;130.73;38;23056864#0_0;8.72;0.00;13.35;DEFAULT_VEHTYPE;-1.647513;42.807033
61.70;265.71;39;-22756817#3_0;5.51;0.00;7.45;DEFAULT_VEHTYPE;-1.642118;42.806487
61.70;13.97;4;:100450108_2_0;5.97;0.00;11.34;DEFAULT_VEHTYPE;-1.643996;42.806405
61.70;23.32;40;-27653457#1_0;19.31;0.00;8.46;DEFAULT_VEHTYPE;-1.648590;42.805315
61.70;159.04;41;360747038#1_0;57.52;0.00;2.65;DEFAULT_VEHTYPE;-1.643180;42.816248
61.70;305.67;42;26129171#1_0;46.72;0.00;9.03;DEFAULT_VEHTYPE;-1.655483;42.805883
61.70;151.50;43;23194229#1_1;13.66;0.00;8.59;DEFAULT_VEHTYPE;-1.659654;42.808745
61.70;234.90;44;:634305813_0_0;4.14;0.00;11.53;DEFAULT_VEHTYPE;-1.648605;42.815772
61.70;230.65;45;:11125431994_1_0;5.47;0.00;11.64;DEFAULT_VEHTYPE;-1.656670;42.807088
61.70;265.73;46;-22756817#2_0;48.22;0.00;8.23;DEFAULT_VEHTYPE;-1.642997;42.806449
61.70;244.01;47;76095130#1_0;101.65;0.00;7.39;DEFAULT_VEHTYPE;-1.658663;42.812728
61.70;172.49;48;:250701042_1_0;1.72;0.00;7.49;DEFAULT_VEHTYPE;-1.658050;42.816118
61.70;217.28;49;83338133#4_0;30.51;0.00;11.72;DEFAULT_VEHTYPE;-1.661686;42.806344
61.70;231.43;5;186765522#0_0;54.02;0.00;6.84;DEFAULT_VEHTYPE;-1.645435;42.808029
61.70;265.50;6;:1147573832_0_0;7.98;0.00;8.62;DEFAULT_VEHTYPE;-1.657431;42.810459
61.70;38.35;7;83338103#1_0;45.82;0.00;12.24;DEFAULT_VEHTYPE;-1.657807;42.809629
61.70;230.97;8;25408803#0_0;46.31;0.00;2.56;DEFAULT_VEHTYPE;-1.641415;42.810765
61.70;170.01;9;538582798#1_1;0.22;0.00;0.00;DEFAULT_VEHTYPE;-1.657771;42.814869
61.80;312.35;0;189754932#0_0;22.15;0.00;13.77;DEFAULT_VEHTYPE;-1.653233;42.810003
61.80;289.39;1;85476569#3_0;25.69;0.00;11.53;DEFAULT_VEHTYPE;-1.646879;42.812960
61.80;59.77;10;:247950510_0_1;13.15;0.00;8.81;DEFAULT_VEHTYPE;-1.657603;42.814701
61.80;235.95;11;-86493207#2_0;4.52;0.00;7.58;DEFAULT_VEHTYPE;-1.638237;42.809650
61.80;285.73;12;75731747_0;19.45;0.00;15.14;DEFAULT_VEHTYPE;-1.648101;42.807488
61.80;134.90;13;:100447778_0_0;9.36;0.00;15.61;DEFAULT_VEHTYPE;-1.644840;42.808964
61.80;96.00;14;190097584_1;5.65;0.00;8.02;DEFAULT_VEHTYPE;-1.654614;42.815057
61.80;350.74;15;-23707814#2_1;11.88;0.00;15.59;DEFAULT_VEHTYPE;-1.657485;42.813625
61.80;112.00;16;23684197#3_1;8.16;0.00;12.17;DEFAULT_VEHTYPE;-1.659410;42.810972
61.80;128.01;17;163710823#3_0;11.78;0.00;13.00;DEFAULT_VEHTYPE;-1.654899;42.810874
61.80;152.89;18;1222220483_1;13.22;0.00;0.00;DEFAULT_VEHTYPE;-1.646137;42.813912
61.80;290.80;19;159381333#0_1;8.51;0.00;12.88;DEFAULT_VEHTYPE;-1.653632;42.809173
61.80;91.31;2;:286057553_2_0;6.90;0.00;7.37;DEFAULT_VEHTYPE;-1.654498;42.808221
61.80;38.12;20;:12184123718_4_1;2.68;0.00;14.05;DEFAULT_VEHTYPE;-1.655989;42.811333
61.80;91.26;21;:286057196_1_0;0.17;0.00;8.34;DEFAULT_VEHTYPE;-1.657131;42.806654
61.80;229.12;22;27275195#5_0;11.37;0.00;2.63;DEFAULT_VEHTYPE;-1.642173;42.814268
61.80;48.41;23;:3244745035_3_0;7.73;0.00;21.34;DEFAULT_VEHTYPE;-1.655146;42.807888
61.80;333.81;24;26129185#2_0;72.61;0.00;6.76;DEFAULT_VEHTYPE;-1.659821;42.809222
61.80;314.12;25;:9139004082_0_0;3.52;0.00;0.00;DEFAULT_VEHTYPE;-1.659096;42.808248
61.80;8.82;26;:276976576_4_0;3.03;0.00;25.40;DEFAULT_VEHTYPE;-1.643240;42.811863
61.80;239.69;27;189294327_0;0.56;0.00;7.79;DEFAULT_VEHTYPE;-1.654949;42.805545
61.80;97.83;28;:267939077_3_1;5.30;0.00;9.00;DEFAULT_VEHTYPE;-1.657317;42.810142
61.80;58.29;29;23175868#0_0;192.34;0.00;20.64;DEFAULT_VEHTYPE;-1.662836;42.816080
61.80;282.95;3;23817726_0;21.50;0.00;8.93;DEFAULT_VEHTYPE;-1.645093;42.806529
61.80;130.74;30;:3761768628_0_0;5.00;0.00;8.88;DEFAULT_VEHTYPE;-1.655724;42.811363
61.80;106.85;31;189609907#1_0;24.55;0.00;9.51;DEFAULT_VEHTYPE;-1.645931;42.806619
61.80;49.44;32;23060008#7_0;13.61;0.00;12.28;DEFAULT_VEHTYPE;-1.659362;42.814382
61.80;50.11;33;26129161#3_0;4.49;0.00;18.73;DEFAULT_VEHTYPE;-1.656315;42.807195
61.80;36.88;34;:30811396_4_1;5.64;0.00;12.46;DEFAULT_VEHTYPE;-1.662128;42.805745
61.80;38.79;35;410828249#0_1;23.58;0.00;14.10;DEFAULT_VEHTYPE;-1.656672;42.810722
61.80;4.93;36;4806288#4_1;5.00;0.00;11.20;DEFAULT_VEHTYPE;-1.643996;42.808591
61.80;22.62;37;163710817#1_1;25.63;0.00;9.73;DEFAULT_VEHTYPE;-1.653138;42.809434
61.80;131.05;38;:1147574467_0_0;1.33;0.00;13.49;DEFAULT_VEHTYPE;-1.647501;42.807025
61.80;265.71;39;-22756817#3_0;6.26;0.00;7.49;DEFAULT_VEHTYPE;-1.642127;42.806487
61.80;7.27;4;:100450108_2_0;7.11;0.00;11.42;DEFAULT_VEHTYPE;-1.643998;42.806416
61.80;23.32;40;-27653457#1_0;20.17;0.00;8.56;DEFAULT_VEHTYPE;-1.648585;42.805322
61.80;159.04;41;360747038#1_0;57.78;0.00;2.58;DEFAULT_VEHTYPE;-1.643179;42.816245
61.80;305.67;42;26129171#1_0;47.63;0.00;9.07;DEFAULT_VEHTYPE;-1.655492;42.805888
61.80;151.50;43;23194229#1_1;14.51;0.00;8.52;DEFAULT_VEHTYPE;-1.659649;42.808738
61.80;231.99;44;:634305813_0_0;5.29;0.00;11.50;DEFAULT_VEHTYPE;-1.648615;42.815763
61.80;230.65;45;:11125431994_1_0;6.65;0.00;11.78;DEFAULT_VEHTYPE;-1.656682;42.807081
61.80;265.73;46;-22756817#2_0;49.05;0.00;8.26;DEFAULT_VEHTYPE;-1.643007;42.806449
61.80;244.01;47;76095130#1_0;102.39;0.00;7.38;DEFAULT_VEHTYPE;-1.658671;42.812726
61.80;173.51;48;:250701042_1_0;2.49;0.00;7.69;DEFAULT_VEHTYPE;-1.658050;42.816111
61.80;217.28;49;83338133#4_0;31.69;0.00;11.80;DEFAULT_VEHTYPE;-1.661694;42.806335
61.80;231.43;5;186765522#0_0;54.70;0.00;6.82;DEFAULT_VEHTYPE;-1.645442;42.808025
61.80;265.53;6;1153591007#0_0;0.25;0.00;8.69;DEFAULT_VEHTYPE;-1.657441;42.810459
61.80;38.35;7;83338103#1_0;47.04;0.00;12.22;DEFAULT_VEHTYPE;-1.657797;42.809637
61.80;230.97;8;25408803#0_0;46.57;0.00;2.60;DEFAULT_VEHTYPE;-1.641418;42.810763
61.80;170.01;9;538582798#1_1;0.22;0.00;0.00;DEFAULT_VEHTYPE;-1.657771;42.814869
61.90;312.35;0;189754932#0_0;23.54;0.00;13.91;DEFAULT_VEHTYPE;-1.653245;42.810012
61.90;289.39;1;85476569#3_0;26.86;0.00;11.76;DEFAULT_VEHTYPE;-1.646892;42.812964
61.90;63.88;10;56496809#0_1;0.17;0.00;8.87;DEFAULT_VEHTYPE;-1.657593;42.814703
61.90;236.76;11;-86493207#2_0;5.29;0.00;7.79;DEFAULT_VEHTYPE;-1.638246;42.809646
61.90;285.73;12;75731747_0;20.98;0.00;15.31;DEFAULT_VEHTYPE;-1.648119;42.807492
61.90;136.40;13;:100447778_0_0;10.87;0.00;15.19;DEFAULT_VEHTYPE;-1.644828;42.808954
61.90;97.39;14;190097584_1;6.48;0.00;8.26;DEFAULT_VEHTYPE;-1.654604;42.815056
61.90;350.74;15;-23707814#2_1;13.46;0.00;15.74;DEFAULT_VEHTYPE;-1.657488;42.813639
61.90;112.00;16;23684197#3_1;9.38;0.00;12.18;DEFAULT_VEHTYPE;-1.659397;42.810968
61.90;128.01;17;163710823#3_0;13.07;0.00;12.98;DEFAULT_VEHTYPE;-1.654887;42.810867
61.90;152.89;18;1222220483_1;13.22;0.00;0.00;DEFAULT_VEHTYPE;-1.646137;42.813912
61.90;290.80;19;159381333#0_1;9.82;0.00;13.13;DEFAULT_VEHTYPE;-1.653647;42.809177
61.90;98.65;2;:286057553_2_0;7.64;0.00;7.38;DEFAULT_VEHTYPE;-1.654490;42.808218
61.90;38.14;20;:12184123718_4_1;4.09;0.00;14.06;DEFAULT_VEHTYPE;-1.655979;42.811343
61.90;86.20;21;:286057196_1_0;1.03;0.00;8.55;DEFAULT_VEHTYPE;-1.657121;42.806656
61.90;229.12;22;27275195#5_0;11.64;0.00;2.70;DEFAULT_VEHTYPE;-1.642175;42.814266
61.90;48.41;23;:3244745035_3_0;9.88;0.00;21.50;DEFAULT_VEHTYPE;-1.655126;42.807901
61.90;333.81;24;26129185#2_0;73.29;0.00;6.78;DEFAULT_VEHTYPE;-1.659825;42.809227
61.90;314.12;25;:9139004082_0_0;3.52;0.00;0.00;DEFAULT_VEHTYPE;-1.659096;42.808248
61.90;8.84;26;:276976576_4_0;5.56;0.00;25.39;DEFAULT_VEHTYPE;-1.643235;42.811885
61.90;235.85;27;189294327_0;1.35;0.00;7.89;DEFAULT_VEHTYPE;-1.654956;42.805540
61.90;93.27;28;:267939077_3_1;6.22;0.00;9.20;DEFAULT_VEHTYPE;-1.657306;42.810143
61.90;58.29;29;23175868#0_0;194.40;0.00;20.58;DEFAULT_VEHTYPE;-1.662815;42.816089
61.90;282.95;3;23817726_0;22.39;0.00;8.90;DEFAULT_VEHTYPE;-1.645103;42.806531
61.90;129.84;30;163710823#2_0;0.61;0.00;9.07;DEFAULT_VEHTYPE;-1.655716;42.811358
61.90;106.85;31;189609907#1_0;25.50;0.00;9.55;DEFAULT_VEHTYPE;-1.645920;42.806616
61.90;49.44;32;23060008#7_0;14.80;0.00;11.83;DEFAULT_VEHTYPE;-1.659351;42.814388
61.90;49.98;33;26129161#3_0;6.38;0.00;18.93;DEFAULT_VEHTYPE;-1.656297;42.807205
61.90;36.88;34;:30811396_4_1;6.90;0.00;12.63;DEFAULT_VEHTYPE;-1.662118;42.805754
61.90;38.79;35;410828249#0_1;24.98;0.00;14.05;DEFAULT_VEHTYPE;-1.656661;42.810732
61.90;4.94;36;4806288#4_1;6.14;0.00;11.42;DEFAULT_VEHTYPE;-1.643995;42.808601
61.90;22.62;37;163710817#1_1;26.61;0.00;9.75;DEFAULT_VEHTYPE;-1.653133;42.809442
61.90;131.37;38;:1147574467_0_0;2.70;0.00;13.68;DEFAULT_VEHTYPE;-1.647489;42.807017
61.90;265.71;39;-22756817#3_0;7.00;0.00;7.45;DEFAULT_VEHTYPE;-1.642136;42.806486
61.90;0.05;4;:100450108_2_0;8.24;0.00;11.33;DEFAULT_VEHTYPE;-1.644000;42.806427
61.90;23.32;40;-27653457#1_0;21.02;0.00;8.51;DEFAULT_VEHTYPE;-1.648581;42.805329
61.90;159.04;41;360747038#1_0;58.04;0.00;2.63;DEFAULT_VEHTYPE;-1.643178;42.816243
61.90;305.67;42;26129171#1_0;48.53;0.00;8.97;DEFAULT_VEHTYPE;-1.655501;42.805892
61.90;151.50;43;23194229#1_1;15.36;0.00;8.54;DEFAULT_VEHTYPE;-1.659644;42.808731
61.90;228.00;44;189597347_0;0.63;0.00;11.53;DEFAULT_VEHTYPE;-1.648624;42.815755
61.90;230.65;45;:11125431994_1_0;7.84;0.00;11.93;DEFAULT_VEHTYPE;-1.656693;42.807075
61.90;265.73;46;-22756817#2_0;49.87;0.00;8.21;DEFAULT_VEHTYPE;-1.643017;42.806448
61.90;244.01;47;76095130#1_0;103.14;0.00;7.45;DEFAULT_VEHTYPE;-1.658680;42.812723
61.90;176.27;48;:250701042_1_0;3.28;0.00;7.91;DEFAULT_VEHTYPE;-1.658052;42.816104
61.90;217.28;49;83338133#4_0;32.86;0.00;11.69;DEFAULT_VEHTYPE;-1.661703;42.806327
61.90;231.43;5;186765522#0_0;55.39;0.00;6.82;DEFAULT_VEHTYPE;-1.645448;42.808022
61.90;265.66;6;1153591007#0_0;1.11;0.00;8.66;DEFAULT_VEHTYPE;-1.657452;42.810459
61.90;38.35;7;83338103#1_0;48.27;0.00;12.24;DEFAULT_VEHTYPE;-1.657788;42.809646
61.90;230.97;8;25408803#0_0;46.82;0.00;2.53;DEFAULT_VEHTYPE;-1.641420;42.810762
61.90;170.01;9;538582798#1_1;0.22;0.00;0.00;DEFAULT_VEHTYPE;-1.657771;42.814869
62.00;312.13;0;:1753892347_1_0;0.46;0.00;14.12;DEFAULT_VEHTYPE;-1.653258;42.810020
62.00;289.39;1;85476569#3_0;28.06;0.00;11.91;DEFAULT_VEHTYPE;-1.646906;42.812968
62.00;69.22;10;56496809#0_1;1.08;0.00;9.10;DEFAULT_VEHTYPE;-1.657582;42.814705
62.00;236.76;11;-86493207#2_0;6.10;0.00;8.02;DEFAULT_VEHTYPE;-1.638254;42.809642
62.00;285.73;12;75731747_0;22.54;0.00;15.52;DEFAULT_VEHTYPE;-1.648137;42.807496
62.00;137.85;13;:100447778_0_0;12.35;0.00;14.74;DEFAULT_VEHTYPE;-1.644817;42.808944
62.00;98.66;14;190097584_1;7.32;0.00;8.42;DEFAULT_VEHTYPE;-1.654593;42.815055
62.00;350.74;15;-23707814#2_1;15.04;0.00;15.87;DEFAULT_VEHTYPE;-1.657491;42.813654
62.00;112.00;16;23684197#3_1;10.59;0.00;12.14;DEFAULT_VEHTYPE;-1.659383;42.810963
62.00;128.01;17;163710823#3_0;14.38;0.00;13.01;DEFAULT_VEHTYPE;-1.654875;42.810860
62.00;152.89;18;1222220483_1;13.22;0.00;0.00;DEFAULT_VEHTYPE;-1.646137;42.813912
62.00;290.80;19;159381333#0_1;11.15;0.00;13.27;DEFAULT_VEHTYPE;-1.653662;42.809182
62.00;104.82;2;:286057553_2_0;8.38;0.00;7.41;DEFAULT_VEHTYPE;-1.654482;42.808214
62.00;38.15;20;:12184123718_4_1;5.49;0.00;14.04;DEFAULT_VEHTYPE;-1.655968;42.811353
62.00;81.02;21;:286057196_1_0;1.90;0.00;8.74;DEFAULT_VEHTYPE;-1.657111;42.806659
62.00;229.12;22;27275195#5_0;11.90;0.00;2.60;DEFAULT_VEHTYPE;-1.642178;42.814265
62.00;48.65;23;:4225364785_0_0;1.95;0.00;21.75;DEFAULT_VEHTYPE;-1.655106;42.807914
62.00;333.81;24;26129185#2_0;73.97;0.00;6.80;DEFAULT_VEHTYPE;-1.659828;42.809233
62.00;314.12;25;:9139004082_0_0;3.52;0.00;0.00;DEFAULT_VEHTYPE;-1.659096;42.808248
62.00;8.63;26;186765526#0_1;2.51;0.00;25.45;DEFAULT_VEHTYPE;-1.643230;42.811908
62.00;233.26;27;189294327_0;2.13;0.00;7.82;DEFAULT_VEHTYPE;-1.654964;42.805536
62.00;86.85;28;:267939077_3_1;7.16;0.00;9.41;DEFAULT_VEHTYPE;-1.657295;42.810145
62.00;58.29;29;23175868#0_0;196.46;0.00;20.64;DEFAULT_VEHTYPE;-1.662793;42.816099
62.00;282.95;3;23817726_0;23.28;0.00;8.96;DEFAULT_VEHTYPE;-1.645114;42.806533
62.00;128.94;30;163710823#2_0;1.53;0.00;9.26;DEFAULT_VEHTYPE;-1.655707;42.811352
62.00;106.85;31;189609907#1_0;26.46;0.00;9.56;DEFAULT_VEHTYPE;-1.645909;42.806614
62.00;49.44;32;23060008#7_0;15.93;0.00;11.38;DEFAULT_VEHTYPE;-1.659340;42.814395
62.00;49.98;33;26129161#3_0;8.30;0.00;19.14;DEFAULT_VEHTYPE;-1.656279;42.807216
62.00;36.88;34;:30811396_4_1;8.18;0.00;12.83;DEFAULT_VEHTYPE;-1.662109;42.805763
62.00;38.79;35;410828249#0_1;26.39;0.00;14.05;DEFAULT_VEHTYPE;-1.656650;42.810741
62.00;4.94;36;4806288#4_1;7.29;0.00;11.55;DEFAULT_VEHTYPE;-1.643994;42.808611
62.00;22.62;37;163710817#1_1;27.58;0.00;9.76;DEFAULT_VEHTYPE;-1.653128;42.809450
62.00;131.70;38;:1147574467_0_0;4.09;0.00;13.89;DEFAULT_VEHTYPE;-1.647477;42.807008
62.00;265.71;39;-22756817#3_0;7.74;0.00;7.41;DEFAULT_VEHTYPE;-1.642145;42.806486
62.00;354.14;4;:100450108_2_0;9.38;0.00;11.38;DEFAULT_VEHTYPE;-1.644004;42.806438
62.00;23.32;40;-27653457#1_0;21.87;0.00;8.51;DEFAULT_VEHTYPE;-1.648577;42.805336
62.00;159.04;41;360747038#1_0;58.30;0.00;2.57;DEFAULT_VEHTYPE;-1.643177;42.816241
62.00;305.67;42;26129171#1_0;49.43;0.00;9.03;DEFAULT_VEHTYPE;-1.655510;42.805897
62.00;151.50;43;23194229#1_1;16.22;0.00;8.62;DEFAULT_VEHTYPE;-1.659639;42.808724
62.00;222.83;44;189597347_0;1.78;0.00;11.53;DEFAULT_VEHTYPE;-1.648633;42.815746
62.00;230.65;45;:11125431994_1_0;9.05;0.00;12.11;DEFAULT_VEHTYPE;-1.656705;42.807068
62.00;265.73;46;-22756817#2_0;50.69;0.00;8.25;DEFAULT_VEHTYPE;-1.643027;42.806448
62.00;244.01;47;76095130#1_0;103.89;0.00;7.50;DEFAULT_VEHTYPE;-1.658688;42.812720
62.00;179.69;48;:250701042_1_0;4.04;0.00;7.60;DEFAULT_VEHTYPE;-1.658054;42.816097
62.00;217.28;49;83338133#4_0;34.04;0.00;11.77;DEFAULT_VEHTYPE;-1.661712;42.806319
62.00;231.43;5;186765522#0_0;56.07;0.00;6.81;DEFAULT_VEHTYPE;-1.645455;42.808018
62.00;265.79;6;1153591007#0_0;1.98;0.00;8.66;DEFAULT_VEHTYPE;-1.657462;42.810458
62.00;38.35;7;83338103#1_0;49.49;0.00;12.18;DEFAULT_VEHTYPE;-1.657778;42.809654
62.00;230.97;8;25408803#0_0;47.07;0.00;2.49;DEFAULT_VEHTYPE;-1.641423;42.810761
62.00;170.01;9;538582798#1_1;0.22;0.00;0.00;DEFAULT_VEHTYPE;-1.657771;42.814869
62.10;311.46;0;:1753892347_1_0;1.89;0.00;14.25;DEFAULT_VEHTYPE;-1.653271;42.810029
62.10;289.39;1;85476569#3_0;29.26;0.00;12.07;DEFAULT_VEHTYPE;-1.646920;42.812971
62.10;71.38;10;56496809#0_1;2.02;0.00;9.36;DEFAULT_VEHTYPE;-1.657571;42.814707
62.10;236.76;11;-86493207#2_0;6.92;0.00;8.27;DEFAULT_VEHTYPE;-1.638262;42.809638
62.10;285.73;12;75731747_0;24.10;0.00;15.65;DEFAULT_VEHTYPE;-1.648155;42.807500
62.10;139.22;13;:100447778_0_0;13.78;0.00;14.29;DEFAULT_VEHTYPE;-1.644806;42.808934
62.10;98.66;14;190097584_1;8.19;0.00;8.67;DEFAULT_VEHTYPE;-1.654583;42.815054
62.10;350.74;15;-23707814#2_1;16.65;0.00;16.04;DEFAULT_VEHTYPE;-1.657494;42.813668
62.10;112.00;16;23684197#3_1;11.81;0.00;12.18;DEFAULT_VEHTYPE;-1.659369;42.810959
62.10;128.01;17;163710823#3_0;15.68;0.00;13.06;DEFAULT_VEHTYPE;-1.654862;42.810852
62.10;152.89;18;1222220483_1;13.22;0.00;0.00;DEFAULT_VEHTYPE;-1.646137;42.813912
62.10;290.80;19;159381333#0_1;12.49;0.00;13.46;DEFAULT_VEHTYPE;-1.653677;42.809186
62.10;111.00;2;:286057553_2_0;9.12;0.00;7.39;DEFAULT_VEHTYPE;-1.654475;42.808210
62.10;38.17;20;410828249#2_1;0.19;0.00;14.12;DEFAULT_VEHTYPE;-1.655957;42.811363
62.10;74.57;21;:286057196_1_0;2.80;0.00;8.99;DEFAULT_VEHTYPE;-1.657101;42.806662
62.10;229.12;22;27275195#5_0;12.16;0.00;2.63;DEFAULT_VEHTYPE;-1.642180;42.814263
62.10;48.92;23;:4225364785_0_0;4.12;0.00;21.69;DEFAULT_VEHTYPE;-1.655085;42.807926
62.10;333.81;24;26129185#2_0;74.65;0.00;6.80;DEFAULT_VEHTYPE;-1.659832;42.809239
62.10;314.12;25;:9139004082_0_0;3.52;0.00;0.00;DEFAULT_VEHTYPE;-1.659096;42.808248
62.10;8.42;26;186765526#0_1;5.01;0.00;25.03;DEFAULT_VEHTYPE;-1.643225;42.811930
62.10;231.89;27;189294327_0;2.92;0.00;7.87;DEFAULT_VEHTYPE;-1.654971;42.805532
62.10;80.15;28;:267939077_3_1;8.09;0.00;9.36;DEFAULT_VEHTYPE;-1.657285;42.810148
62.10;58.29;29;23175868#0_0;198.52;0.00;20.65;DEFAULT_VEHTYPE;-1.662771;42.816108
62.10;282.95;3;23817726_0;24.19;0.00;9.01;DEFAULT_VEHTYPE;-1.645124;42.806535
62.10;128.22;30;163710823#2_0;2.48;0.00;9.51;DEFAULT_VEHTYPE;-1.655698;42.811347
62.10;106.85;31;189609907#1_0;27.40;0.00;9.49;DEFAULT_VEHTYPE;-1.645898;42.806611
62.10;49.44;32;23060008#7_0;17.03;0.00;10.93;DEFAULT_VEHTYPE;-1.659330;42.814401
62.10;49.98;33;26129161#3_0;10.23;0.00;19.33;DEFAULT_VEHTYPE;-1.656260;42.807227
62.10;36.88;34;:30811396_4_1;9.49;0.00;13.06;DEFAULT_VEHTYPE;-1.662099;42.805772
62.10;38.79;35;410828249#0_1;27.80;0.00;14.09;DEFAULT_VEHTYPE;-1.656639;42.810751
62.10;4.94;36;4806288#4_1;8.46;0.00;11.69;DEFAULT_VEHTYPE;-1.643992;42.808622
62.10;22.62;37;163710817#1_1;28.56;0.00;9.76;DEFAULT_VEHTYPE;-1.653124;42.809458
62.10;131.52;38;:303597682_1_0;0.95;0.00;14.07;DEFAULT_VEHTYPE;-1.647464;42.807000
62.10;265.71;39;-22756817#3_0;8.49;0.00;7.47;DEFAULT_VEHTYPE;-1.642154;42.806486
62.10;348.34;4;:100450108_2_0;10.52;0.00;11.42;DEFAULT_VEHTYPE;-1.644008;42.806449
62.10;23.32;40;-27653457#1_0;22.72;0.00;8.49;DEFAULT_VEHTYPE;-1.648573;42.805343
62.10;159.04;41;360747038#1_0;58.56;0.00;2.60;DEFAULT_VEHTYPE;-1.643176;42.816239
62.10;305.67;42;26129171#1_0;50.33;0.00;9.02;DEFAULT_VEHTYPE;-1.655519;42.805902
62.10;151.50;43;23194229#1_1;17.08;0.00;8.53;DEFAULT_VEHTYPE;-1.659635;42.808717
62.10;218.61;44;189597347_0;2.94;0.00;11.52;DEFAULT_VEHTYPE;-1.648642;42.815737
62.10;230.66;45;717846328#6_0;0.88;0.00;12.36;DEFAULT_VEHTYPE;-1.656717;42.807061
62.10;265.73;46;-22756817#2_0;51.52;0.00;8.28;DEFAULT_VEHTYPE;-1.643037;42.806448
62.10;244.01;47;76095130#1_0;104.62;0.00;7.39;DEFAULT_VEHTYPE;-1.658696;42.812717
62.10;183.36;48;:250701042_1_0;4.75;0.00;7.15;DEFAULT_VEHTYPE;-1.658057;42.816091
62.10;217.28;49;83338133#4_0;35.22;0.00;11.77;DEFAULT_VEHTYPE;-1.661721;42.806310
62.10;231.43;5;186765522#0_0;56.75;0.00;6.85;DEFAULT_VEHTYPE;-1.645461;42.808014
62.10;265.89;6;:6917080977_2_0;0.08;0.00;8.66;DEFAULT_VEHTYPE;-1.657473;42.810458
62.10;38.35;7;83338103#1_0;50.71;0.00;12.29;DEFAULT_VEHTYPE;-1.657769;42.809663
62.10;230.97;8;25408803#0_0;47.32;0.00;2.51;DEFAULT_VEHTYPE;-1.641425;42.810759
62.10;170.01;9;538582798#1_1;0.22;0.00;0.00;DEFAULT_VEHTYPE;-1.657771;42.814869
62.20;310.77;0;:1753892347_1_0;3.33;0.00;14.47;DEFAULT_VEHTYPE;-1.653284;42.810037
62.20;289.39;1;85476569#3_0;30.48;0.00;12.23;DEFAULT_VEHTYPE;-1.646934;42.812975
62.20;72.93;10;56496809#0_1;2.97;0.00;9.57;DEFAULT_VEHTYPE;-1.657560;42.814709
62.20;239.04;11;-86493207#2_0;7.77;0.00;8.43;DEFAULT_VEHTYPE;-1.638272;42.809636
62.20;285.73;12;75731747_0;25.69;0.00;15.88;DEFAULT_VEHTYPE;-1.648173;42.807504
62.20;139.22;13;:100447778_0_0;15.16;0.00;13.84;DEFAULT_VEHTYPE;-1.644795;42.808924
62.20;98.66;14;190097584_1;9.07;0.00;8.83;DEFAULT_VEHTYPE;-1.654572;42.815052
62.20;350.74;15;-23707814#2_1;18.27;0.00;16.22;DEFAULT_VEHTYPE;-1.657496;42.813682
62.20;112.00;16;23684197#3_1;13.02;0.00;12.11;DEFAULT_VEHTYPE;-1.659356;42.810955
62.20;128.01;17;163710823#3_0;16.98;0.00;13.00;DEFAULT_VEHTYPE;-1.654850;42.810845
62.20;152.89;18;1222220483_1;13.22;0.00;0.00;DEFAULT_VEHTYPE;-1.646137;42.813912
62.20;290.80;19;159381333#0_1;13.86;0.00;13.69;DEFAULT_VEHTYPE;-1.653693;42.809191
62.20;117.04;2;:286057553_2_0;9.86;0.00;7.39;DEFAULT_VEHTYPE;-1.654468;42.808206
62.20;38.08;20;:4125906300_0_1;1.29;0.00;14.06;DEFAULT_VEHTYPE;-1.655946;42.811373
62.20;67.90;21;:286057196_1_0;3.72;0.00;9.23;DEFAULT_VEHTYPE;-1.657091;42.806666
62.20;229.12;22;27275195#5_0;12.42;0.00;2.60;DEFAULT_VEHTYPE;-1.642182;42.814262
62.20;49.58;23;26129161#6_0;1.11;0.00;21.24;DEFAULT_VEHTYPE;-1.655065;42.807938
62.20;333.81;24;26129185#2_0;75.33;0.00;6.85;DEFAULT_VEHTYPE;-1.659835;42.809244
62.20;314.12;25;:9139004082_0_0;3.52;0.00;0.00;DEFAULT_VEHTYPE;-1.659096;42.808248
62.20;8.42;26;186765526#0_1;7.48;0.00;24.69;DEFAULT_VEHTYPE;-1.643220;42.811952
62.20;226.69;27;189294327_0;3.70;0.00;7.88;DEFAULT_VEHTYPE;-1.654974;42.805525
62.20;77.06;28;:267939077_3_1;9.03;0.00;9.38;DEFAULT_VEHTYPE;-1.657274;42.810150
62.20;58.29;29;23175868#0_0;200.58;0.00;20.57;DEFAULT_VEHTYPE;-1.662750;42.816118
